time,strategy,symbol,side,timeframe,setup_type,entry,stop,tp1,tp2,tp3,planned_rr,trigger,status,last_checked
2026-09-19T14:42:16.327315+00:00,CURRENT,MEME-USDT-SWAP,LONG,1h/30m/15m,Breakout,0.0005711,0.000561754285714,0.000582782142857,0.000589791428571,0.000599137142857,2,Bullish candle + 15m structure/momentum,TP1_THEN_STOP,2026-09-20T03:15:12.673780+00:00
2026-09-19T14:42:30.926372+00:00,CREAMER_CRYPTO,OP-USDT-SWAP,SHORT,1h/30m/15m,VAH/premium rejection | 1H env=LONG L5/S0 | location score 3,0.12393,0.126494,0.120725,0.118802,0.116238,2,"failed auction/reclaim, displacement, volume confirmation | score 4",TP2,2026-09-20T08:55:36.377830+00:00
2026-09-19T14:42:35.690748+00:00,CURRENT,MON-USDT-SWAP,LONG,1h/30m/15m,Breakout,0.02541,0.0245478571429,0.0264876785714,0.0271342857143,0.0279964285714,2,Bullish candle + 15m structure/momentum,STOP,2026-09-19T21:27:26.847535+00:00
2026-09-19T14:42:49.594548+00:00,CURRENT,ONDO-USDT-SWAP,LONG,1h/30m/15m,Breakout,0.4334,0.413355,0.45845625,0.47349,0.493535,2,Bullish candle + 15m structure/momentum,STOP,2026-09-19T22:27:31.974387+00:00
2026-09-19T14:43:01.700190+00:00,CURRENT,SAND-USDT-SWAP,LONG,1h/30m/15m,Breakout,0.04035,0.0394207142857,0.0415116071429,0.0422085714286,0.0431378571429,2,Bullish candle + 15m structure/momentum,STOP,2026-09-19T21:39:57.751381+00:00
2026-09-19T14:43:10.938976+00:00,CREAMER_CRYPTO,MEGA-USDT-SWAP,SHORT,1h/30m/15m,upside sweep/reclaim | 1H env=LONG L3/S0 | location score 3,0.04108,0.0414079285714,0.0406700892857,0.0404241428571,0.0400962142857,2,"failed auction/reclaim, reaction candle, volume confirmation | score 4",STOP,2026-09-19T15:13:51.275958+00:00
2026-09-19T14:53:25.327873+00:00,CURRENT,LINEA-USDT-SWAP,LONG,1h/30m/15m,Breakout,0.002848,0.00274634285714,0.00297507142857,0.00305131428571,0.00315297142857,2,Bullish candle + 15m structure/momentum,STOP,2026-09-20T02:55:57.655770+00:00
2026-09-19T15:13:58.730208+00:00,CREAMER_CRYPTO,IOST-USDT-SWAP,SHORT,1h/30m/15m,VAH/premium rejection | 1H env=LONG L5/S0 | location score 3,0.0008789,0.000894992142857,0.000858784821429,0.000846715714286,0.000830623571429,2,"absorption proxy, reaction candle, volume confirmation | score 4",STOP,2026-09-19T15:40:38.338019+00:00
2026-09-19T15:14:02.945296+00:00,CREAMER_CRYPTO,ZAMA-USDT-SWAP,SHORT,1h/30m/15m,upside sweep/reclaim | 1H env=LONG L5/S0 | location score 3,0.08109,0.0868192142857,0.0739284821429,0.0696315714286,0.0639023571429,2,"absorption proxy, failed auction/reclaim, reaction candle, displacement | score 7",STOP,2026-09-19T16:29:54.892355+00:00
2026-09-19T15:14:05.097957+00:00,CURRENT,CP-USDT-SWAP,SHORT,1h/30m/15m,Breakdown,0.01314,0.0137868571429,0.0123314285714,0.0118462857143,0.0111994285714,2,Bearish candle + 15m structure/momentum,STOP,2026-09-19T21:39:58.577408+00:00
2026-09-19T15:14:25.507774+00:00,CREAMER_CRYPTO,GPS-USDT-SWAP,LONG,1h/30m/15m,downside sweep/reclaim + VAL/discount rejection | 1H env=SHORT L0/S5 | location score 3,0.01085,0.0107649428571,0.0109563214286,0.0110201142857,0.0111051714286,2,"failed auction/reclaim, reaction candle, volume confirmation | score 4",STOP,2026-09-19T15:52:59.333781+00:00
